15	19836819	19838180	1	1	1	2	0	59
15	19878669	19881200	1	1	1	1	0	27
15	19881308	19884978	1	1	1	1	0	20
15	20077513	20115321	1	1	1	0	1	49
15	20154668	20157372	1	1	1	0	1	17
15	20154668	20157689	1	1	1	2	0	16
15	20157606	20157689	1	1	1	8	0	60
15	20157830	20158116	1	1	1	0	1	15
15	20157871	20158116	1	1	1	0	1	15
15	20160310	20160650	1	1	1	0	2	53
15	20217726	20265455	1	1	1	2	0	70
15	20228878	20239401	2	2	1	1	0	53
15	20244200	20255254	2	2	1	1	0	44
15	20248785	20251376	2	2	1	1	0	12
15	20293251	20326723	2	2	1	1	0	53
15	20334153	20356001	2	2	1	1	0	25
15	20418583	20429215	1	1	1	0	1	18
15	20418671	20429303	2	2	1	0	1	35
15	20431236	20435848	2	2	1	0	2	15
15	20435993	20437293	2	2	1	0	6	68
15	20437433	20438336	2	2	1	0	1	47
15	20439322	20439383	2	2	1	1	0	35
15	20443522	20444226	2	2	1	0	1	9
15	20444420	20445858	2	2	1	5	0	72
15	20452560	20453350	2	2	1	1	1	28
15	20453503	20453619	2	2	1	0	1	72
15	20453763	20453839	2	2	1	0	4	60
15	20454011	20454539	2	2	1	0	2	56
15	20457960	20458232	2	2	1	0	2	70
15	20458448	20461191	2	2	1	0	2	61
15	20461343	20462342	2	2	1	0	3	65
15	20466371	20505390	2	2	1	1	0	58
15	20483518	20505390	2	2	1	0	1	36
15	20505494	20506107	2	2	1	0	1	11
15	20627184	20627211	0	0	0	0	3	61
15	20920558	20921784	2	2	1	0	1	6
15	20930078	20931230	2	2	1	0	1	64
15	21078248	21085206	2	2	1	1	2	61
15	21084624	21121860	1	1	1	0	1	49
15	21154964	21160305	1	1	1	4	0	47
15	21160380	21161024	1	1	1	14	0	70
15	21161197	21163903	1	1	1	1	1	21
15	21161197	21163947	1	1	1	6	0	69
15	21164361	21164647	1	1	1	0	1	15
15	21164402	21164647	1	1	1	0	1	15
15	21166841	21167181	1	1	1	0	2	53
15	21494252	21495481	2	2	1	0	1	6
15	21503773	21504925	2	2	1	0	1	64
15	21589312	21629284	1	1	1	0	1	56
15	21931544	21932761	2	2	1	0	1	6
15	21941060	21942212	2	2	1	0	1	64
15	22024632	22071871	1	1	1	0	1	56
15	22279275	22282798	1	1	1	1	0	68
15	22279960	22299750	1	1	1	1	0	47
15	22373176	22373203	0	0	0	0	3	59
15	22494956	22495569	1	1	1	0	1	11
15	22495673	22516875	1	1	1	0	1	36
15	22538097	22539096	1	1	1	0	3	65
15	22539248	22541994	1	1	1	0	2	61
15	22542210	22542482	1	1	1	0	2	70
15	22542616	22542722	1	1	1	1	0	4
15	22542851	22542942	1	1	1	1	0	18
15	22546601	22546677	1	1	1	0	4	60
15	22546821	22546937	1	1	1	0	1	72
15	22547090	22547880	1	1	1	0	2	57
15	22556205	22556909	1	1	1	0	1	9
15	22557093	22559788	1	1	1	1	0	66
15	22559971	22560787	1	1	1	0	1	13
15	22561184	22561257	1	1	1	1	0	74
15	22561455	22561558	1	1	1	2	0	74
15	22561790	22562948	1	1	1	0	2	33
15	22562045	22562948	1	1	1	0	1	47
15	22564533	22566304	1	1	1	2	0	58
15	22564533	22569148	1	1	1	0	2	15
